FID,categoria,nombre,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
10,Parque Nacional,Lago Ypoa,0.64897,0.633295652173913,0.6453391304347826,0.5875652173913043,0.6187869565217391,0.6014173913043478,0.5671478260869566,0.6101695652173913,0.5789478260869565,0.6216478260869566,0.5581739130434783,0.5898782608695652,0.5810304347826087,0.6174869565217391,0.6502652173913044,0.633104347826087,0.6011000000000001,0.5937826086956522,0.600808695652174,0.6131304347826088,0.5151478260869565,0.6619739130434783,0.6103130434782609,0.6395304347826087,0.6550217391304348,0.6282739130434783
11,Parque Nacional,Lago Ypoa,0.616695,0.5807347826086957,0.6317434782608696,0.5914652173913043,0.5888217391304348,0.589908695652174,0.6081782608695653,0.5919391304347826,0.5532521739130435,0.5774434782608696,0.5966043478260871,0.6061130434782609,0.6022565217391305,0.6001565217391305,0.6195478260869566,0.6191130434782609,0.6113391304347826,0.5966608695652175,0.5896652173913043,0.5958782608695652,0.5069260869565217,0.6126695652173914,0.5857434782608696,0.6253000000000001,0.6366173913043478,0.6903
12,Parque Nacional,Lago Ypoa,0.7220000000000001,0.6913260869565218,0.6511043478260871,0.6455913043478261,0.6661478260869566,0.616904347826087,0.7079391304347826,0.659508695652174,0.6217,0.711213043478261,0.6551086956521739,0.6658913043478262,0.6458304347826087,0.6809869565217391,0.6934652173913043,0.6476347826086958,0.6005695652173914,0.6131739130434783,0.6088304347826087,0.6169478260869565,0.6852391304347827,0.7450173913043479,0.6625869565217392,0.6361478260869565,0.710213043478261,0.650295652173913
13,Sitios Ramsar,Estero Milagro*,0.70752,0.7287434782608696,0.7306521739130435,0.7133695652173914,0.7228608695652174,0.7062913043478262,0.6947260869565217,0.6544652173913044,0.6501130434782609,0.6895565217391304,0.6818260869565217,0.7023043478260871,0.7117869565217392,0.7054913043478261,0.6962521739130435,0.7191521739130435,0.724108695652174,0.7205,0.7070608695652174,0.6999565217391305,0.6954608695652175,0.7116652173913043,0.6903391304347827,0.7142217391304349,0.6722739130434783,0.7571652173913044
14,Parque Nacional,Lago Ypoa,0.6331800000000001,0.6461826086956522,0.6306391304347826,0.6042826086956522,0.6008608695652174,0.5782173913043478,0.6466652173913043,0.6176478260869566,0.5824782608695652,0.5756739130434784,0.6284130434782609,0.5696782608695652,0.5704608695652175,0.5955826086956523,0.5903434782608696,0.5391695652173913,0.5484826086956522,0.5250217391304348,0.5444304347826088,0.5686695652173913,0.4824173913043478,0.6126347826086957,0.5804391304347827,0.6083304347826087,0.6793913043478261,0.6528608695652174
15,Parque Nacional,Lago Ypoa,0.67477,0.6359521739130435,0.6490391304347827,0.6165869565217391,0.6144521739130435,0.6131869565217392,0.6711043478260871,0.6541043478260871,0.587904347826087,0.6653130434782609,0.6442695652173913,0.5985608695652175,0.5623217391304348,0.6785739130434784,0.650704347826087,0.601504347826087,0.5846695652173913,0.5793565217391304,0.6297304347826087,0.5904782608695652,0.5765956521739131,0.6539304347826087,0.6425173913043478,0.6545260869565217,0.7004565217391304,0.709413043478261
16,Parque Nacional,Lago Ypoa,0.7171500000000001,0.6931608695652174,0.7229434782608696,0.6748434782608697,0.6986478260869565,0.6833173913043479,0.6802043478260871,0.6588869565217391,0.6751173913043478,0.648695652173913,0.6728739130434783,0.6618086956521739,0.6481347826086957,0.6747434782608697,0.695313043478261,0.7227608695652175,0.655508695652174,0.6590739130434783,0.640613043478261,0.6369260869565218,0.5724086956521739,0.690995652173913,0.6657217391304349,0.7212913043478262,0.7152565217391305,0.7007739130434784
17,Refugio de Vida Silvestre,Yabebyry,0.6250300000000001,0.5980652173913044,0.6076956521739131,0.5869,0.6171695652173913,0.6077869565217391,0.596513043478261,0.6176391304347826,0.5986739130434783,0.6106782608695652,0.6006869565217391,0.6012173913043478,0.6033782608695653,0.598,0.6121130434782609,0.6063260869565217,0.6186347826086958,0.6014652173913043,0.6305000000000001,0.6319826086956523,0.6230304347826088,0.6305782608695653,0.6558304347826087,0.6736130434782609,0.6826304347826088,0.6969826086956522
18,Otras Categorias,Reserva Para Parque Nacional Carrizales del Paraná,0.563045,0.655904347826087,0.6681695652173913,0.6343652173913044,0.6469217391304348,0.6339043478260871,0.6380043478260871,0.6125818181818182,0.5969,0.5272600000000001,0.405795,0.6093565217391305,0.6322260869565217,0.6470545454545455,0.5887565217391304,0.5224,0.524065,0.5909782608695652,0.6146695652173914,0.6863521739130435,0.5851217391304349,0.6576434782608697,0.595804347826087,0.6100260869565217,0.7005304347826087,0.6497304347826087
19,Reservas de la Biosfera Río Apa,Cerrado del Río Apa,0.68427,0.6433652173913044,0.5996217391304348,0.6333695652173913,0.6476347826086958,0.5947217391304348,0.6499434782608696,0.5798739130434784,0.5755739130434783,0.6025652173913043,0.6336260869565218,0.6199217391304348,0.6137913043478261,0.6217478260869566,0.6287869565217391,0.6648086956521739,0.6044217391304348,0.6235782608695652,0.6390869565217391,0.6187565217391304,0.6501869565217391,0.5633391304347827,0.6637652173913043,0.643,0.6346434782608696,0.6588086956521739
